Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Charlie,2013-03-16 6:03:09,0:20:42,,The Office (U.S.): Season 4: Survivor Man (Episode 7),,Mac,0:20:43,Not latest view,US (United States)
Charlie,2013-03-16 5:40:55,0:21:10,,The Office (U.S.): Season 4: Local Ad (Episode 5),,Mac,0:21:11,Not latest view,US (United States)
Charlie,2013-03-16 4:59:11,0:41:32,,The Office (U.S.): Season 4: Money (Episode 4),,Mac,0:41:39,Not latest view,US (United States)
Charlie,2013-03-16 4:51:24,0:07:40,,The Office (U.S.): Season 4: Launch Party (Episode 3),,Mac,0:41:30,Not latest view,US (United States)
Charlie,2013-03-16 1:32:56,0:01:02,,The Office (U.S.): Season 4: Launch Party (Episode 3),,Mac,0:33:52,Not latest view,US (United States)
Charlie,2013-03-16 1:07:28,0:05:10,,The Office (U.S.): Season 4: Launch Party (Episode 3),,Mac,0:32:52,Not latest view,US (United States)
Charlie,2013-03-16 0:40:36,0:19:08,,Archer: Season 3: The Man from Jupiter (Episode 4),,Microsoft Xbox 360,0:19:08,Not latest view,US (United States)
Charlie,2013-03-16 0:20:53,0:19:30,,"Archer: Season 3: Heart of Archness, Part 3 (Episode 3)",,Microsoft Xbox 360,0:19:30,Not latest view,US (United States)
Charlie,2013-03-16 0:20:30,0:00:18,,"Archer: Season 3: Heart of Archness, Part 2 (Episode 2)",,Microsoft Xbox 360,0:00:17,Not latest view,US (United States)
Charlie,2013-03-15 23:50:06,0:27:43,,The Office (U.S.): Season 4: Launch Party (Episode 3),,Mac,0:27:45,Not latest view,US (United States)
Charlie,2013-03-15 23:40:03,0:10:01,,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,Mac,0:41:39,Not latest view,US (United States)
Charlie,2013-03-15 21:11:53,0:11:48,,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,Mac,0:31:38,Not latest view,US (United States)
Charlie,2013-03-15 19:40:38,0:19:52,,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,Mac,0:19:53,Not latest view,US (United States)
Charlie,2013-03-15 18:54:23,0:41:34,,The Office (U.S.): Season 4: Fun Run (Episode 1),,Mac,0:41:37,Not latest view,US (United States)
Charlie,2013-03-15 17:37:51,0:20:45,,The Office (U.S.): Season 3: The Job (Episode 23),,Mac,0:41:55,Not latest view,US (United States)
Charlie,2013-03-15 6:03:33,0:21:11,,The Office (U.S.): Season 3: The Job (Episode 23),,Mac,0:21:13,Not latest view,US (United States)
Charlie,2013-03-15 5:35:50,0:27:39,,The Office (U.S.): Season 3: Beach Games (Episode 22),,Mac,0:27:38,Not latest view,US (United States)
Charlie,2013-03-15 5:01:11,0:28:35,,The Office (U.S.): Season 3: Women's Appreciation (Episode 21),,Mac,0:28:37,Not latest view,US (United States)
Charlie,2013-03-15 4:40:15,0:20:51,,The Office (U.S.): Season 3: Product Recall (Episode 20),,Mac,0:20:52,Not latest view,US (United States)
Charlie,2013-03-15 4:12:24,0:18:54,,The Office (U.S.): Season 3: Safety Training (Episode 19),,Mac,0:20:54,Not latest view,US (United States)
Charlie,2013-03-15 3:41:08,0:19:07,,"Archer: Season 3: Heart of Archness, Part 2 (Episode 2)",,Microsoft Xbox 360,0:19:08,Not latest view,US (United States)
Charlie,2013-03-15 3:19:43,0:21:20,,"Archer: Season 3: Heart of Archness, Part 1 (Episode 1)",,Microsoft Xbox 360,0:21:19,Not latest view,US (United States)
Charlie,2013-03-15 3:19:23,0:00:14,,Archer: Season 2: El Secuestro (Episode 10),,Microsoft Xbox 360,0:00:12,Not latest view,US (United States)
Charlie,2013-03-15 0:07:27,0:02:03,,The Office (U.S.): Season 3: Safety Training (Episode 19),,Apple iPhone 5 with CDMA,0:02:03,Not latest view,US (United States)
Charlie,2013-03-14 23:36:27,0:29:32,,The Office (U.S.): Season 3: The Negotiation (Episode 18),,Apple iPhone 5 with CDMA,0:29:32,Not latest view,US (United States)
Charlie,2013-03-14 23:35:42,0:00:03,,The Office (U.S.): Season 3: Cocktails (Episode 17),,Apple iPhone 5 with CDMA,0:00:04,Not latest view,US (United States)
Charlie,2013-03-14 23:34:05,0:01:14,,The Office (U.S.): Season 3: Cocktails (Episode 17),,Apple iPhone 5 with CDMA,0:21:19,Not latest view,US (United States)
Charlie,2013-03-14 23:12:03,0:20:06,,The Office (U.S.): Season 3: Cocktails (Episode 17),,Mac,0:20:05,Not latest view,US (United States)
Charlie,2013-03-14 5:33:24,0:21:12,,The Office (U.S.): Season 3: Business School (Episode 16),,Mac,0:21:14,Not latest view,US (United States)
Charlie,2013-03-14 5:12:38,0:20:42,,The Office (U.S.): Season 3: Phyllis's Wedding (Episode 15),,Mac,0:20:43,Not latest view,US (United States)
Charlie,2013-03-14 4:58:19,0:14:14,,The Office (U.S.): Season 3: Ben Franklin (Episode 14),,Mac,0:20:50,Not latest view,US (United States)
Charlie,2013-03-14 2:38:47,0:20:56,,Archer: Season 2: Placebo Effect (Episode 9),,Microsoft Xbox 360,0:20:56,Not latest view,US (United States)
Charlie,2013-03-14 2:30:33,0:08:10,,Archer: Season 2: Stage Two (Episode 8),,Microsoft Xbox 360,0:21:13,Not latest view,US (United States)
Charlie,2013-03-14 0:41:10,0:06:38,,The Office (U.S.): Season 3: Ben Franklin (Episode 14),,Mac,0:06:39,Not latest view,US (United States)
Charlie,2013-03-13 23:32:23,0:28:24,,The Office (U.S.): Season 3: The Return (Episode 13),,Mac,0:28:26,Not latest view,US (United States)
Charlie,2013-03-13 22:56:08,0:21:06,,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,Mac,0:21:07,Not latest view,US (United States)
Charlie,2013-03-13 22:34:52,0:20:44,,The Office (U.S.): Season 3: Back from Vacation (Episode 11),,Mac,0:20:44,Not latest view,US (United States)
Charlie,2013-03-13 21:55:05,0:13:01,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Mac,0:41:39,Not latest view,US (United States)
Charlie,2013-03-13 19:48:49,0:15:02,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Mac,0:28:39,Not latest view,US (United States)
Charlie,2013-03-13 17:30:04,0:11:05,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Mac,0:13:02,Not latest view,US (United States)
Charlie,2013-03-13 17:05:56,0:02:00,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Apple iPhone 5 with CDMA,0:02:00,Not latest view,US (United States)
Charlie,2013-03-13 5:55:54,0:21:08,,The Office (U.S.): Season 3: The Convict (Episode 9),,Mac,0:21:09,Not latest view,US (United States)
Charlie,2013-03-13 5:26:23,0:29:28,,The Office (U.S.): Season 3: The Merger (Episode 8),,Mac,0:29:28,Not latest view,US (United States)
Charlie,2013-03-13 4:34:16,0:29:55,,The Office (U.S.): Season 3: Branch Closing (Episode 7),,Mac,0:29:55,Not latest view,US (United States)
Charlie,2013-03-13 4:13:19,0:20:55,,The Office (U.S.): Season 3: Diwali (Episode 6),,Mac,0:20:54,Not latest view,US (United States)
Charlie,2013-03-13 3:52:19,0:20:56,,The Office (U.S.): Season 3: Initiation (Episode 5),,Mac,0:20:57,Not latest view,US (United States)
Charlie,2013-03-13 3:46:53,0:05:24,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,Mac,0:20:45,Not latest view,US (United States)
Charlie,2013-03-13 2:31:04,0:05:37,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,Mac,0:15:21,Not latest view,US (United States)
Charlie,2013-03-13 1:15:57,0:00:09,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,Mac,0:09:45,Not latest view,US (United States)
Charlie,2013-03-12 23:55:02,0:09:37,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,Mac,0:09:38,Not latest view,US (United States)
Charlie,2013-03-12 23:44:15,0:10:42,,The Office (U.S.): Season 3: The Coup (Episode 3),,Mac,0:21:11,Not latest view,US (United States)
Charlie,2013-03-12 21:18:15,0:10:31,,The Office (U.S.): Season 3: The Coup (Episode 3),,Mac,0:10:32,Not latest view,US (United States)
Charlie,2013-03-12 20:58:59,0:10:11,,The Office (U.S.): Season 3: The Convention (Episode 2),,Mac,0:21:10,Not latest view,US (United States)
Charlie,2013-03-12 16:17:28,0:11:01,,The Office (U.S.): Season 3: The Convention (Episode 2),,Mac,0:11:02,Not latest view,US (United States)
Charlie,2013-03-12 15:55:04,0:21:40,,The Office (U.S.): Season 3: Gay Witch Hunt (Episode 1),,Mac,0:21:41,Not latest view,US (United States)
Charlie,2013-03-12 14:52:07,0:27:52,,The Office (U.S.): Season 2: Casino Night (Episode 22),,Mac,0:27:54,Not latest view,US (United States)
Charlie,2013-03-12 14:51:11,0:00:52,,The Office (U.S.): Season 2: Conflict Resolution (Episode 21),,Mac,0:00:52,Not latest view,US (United States)
Charlie,2013-03-12 14:28:26,0:20:47,,The Office (U.S.): Season 2: Conflict Resolution (Episode 21),,Apple iPhone 5 with CDMA,0:20:47,Not latest view,US (United States)
Charlie,2013-03-12 5:53:10,0:20:08,,The Office (U.S.): Season 2: Drug Testing (Episode 20),,Mac,0:20:08,Not latest view,US (United States)
Charlie,2013-03-12 5:32:28,0:20:39,,The Office (U.S.): Season 2: Michael's Birthday (Episode 19),,Mac,0:20:39,Not latest view,US (United States)
Charlie,2013-03-12 5:11:52,0:20:32,,The Office (U.S.): Season 2: Take Your Daughter to Work Day (Episode 18),,Mac,0:20:32,Not latest view,US (United States)
Charlie,2013-03-12 4:11:10,0:20:54,,The Office (U.S.): Season 2: Dwight's Speech (Episode 17),,Mac,0:20:52,Not latest view,US (United States)
Charlie,2013-03-12 3:50:09,0:20:55,,The Office (U.S.): Season 2: Valentine's Day (Episode 16),,Mac,0:20:54,Not latest view,US (United States)
Charlie,2013-03-12 3:28:56,0:21:06,,The Office (U.S.): Season 2: Boys and Girls (Episode 15),,Mac,0:21:06,Not latest view,US (United States)
Charlie,2013-03-12 3:08:08,0:20:43,,The Office (U.S.): Season 2: The Carpet (Episode 14),,Mac,0:20:43,Not latest view,US (United States)
Charlie,2013-03-12 2:56:52,0:11:11,,The Office (U.S.): Season 2: The Secret (Episode 13),,Mac,0:20:54,Not latest view,US (United States)
Charlie,2013-03-12 1:39:33,0:13:05,,Archer: Season 2: Stage Two (Episode 8),,Microsoft Xbox 360,0:13:05,Not latest view,US (United States)
Charlie,2013-03-12 1:19:32,0:19:56,,Archer: Season 2: Movie Star (Episode 7),,Microsoft Xbox 360,0:19:54,Not latest view,US (United States)
Charlie,2013-03-12 1:18:33,0:00:54,,Archer: Season 2: Tragical History (Episode 6),,Microsoft Xbox 360,0:20:27,Not latest view,US (United States)
Charlie,2013-03-12 1:00:34,0:09:47,,The Office (U.S.): Season 2: The Secret (Episode 13),,Mac,0:09:48,Not latest view,US (United States)
Charlie,2013-03-12 0:24:08,0:20:52,,The Office (U.S.): Season 2: The Injury (Episode 12),,Mac,0:20:52,Not latest view,US (United States)
Charlie,2013-03-11 23:36:20,0:20:36,,The Office (U.S.): Season 2: Booze Cruise (Episode 11),,Mac,0:20:38,Not latest view,US (United States)
Charlie,2013-03-11 23:14:51,0:21:26,,The Office (U.S.): Season 2: Christmas Party (Episode 10),,Mac,0:21:26,Not latest view,US (United States)
Charlie,2013-03-11 22:42:56,0:21:45,,The Office (U.S.): Season 2: Email Surveillance (Episode 9),,Mac,0:21:47,Not latest view,US (United States)
Charlie,2013-03-11 21:23:25,0:21:02,,The Office (U.S.): Season 2: Performance Review (Episode 8),,Mac,0:21:04,Not latest view,US (United States)
Charlie,2013-03-11 18:44:14,0:00:15,,The Office (U.S.): Season 2: Performance Review (Episode 8),,Mac,0:00:14,Not latest view,US (United States)
Charlie,2013-03-11 18:36:43,0:07:28,,The Office (U.S.): Season 2: The Client (Episode 7),,Mac,0:21:20,Not latest view,US (United States)
Charlie,2013-03-11 17:12:57,0:13:55,,The Office (U.S.): Season 2: The Client (Episode 7),,Mac,0:13:55,Not latest view,US (United States)
Charlie,2013-03-11 16:19:38,0:15:37,,The Office (U.S.): Season 2: The Fight (Episode 6),,Mac,0:21:34,Not latest view,US (United States)
Charlie,2013-03-11 6:30:51,0:05:57,,The Office (U.S.): Season 2: The Fight (Episode 6),,Mac,0:05:57,Not latest view,US (United States)
Charlie,2013-03-11 6:09:15,0:21:31,,The Office (U.S.): Season 2: Halloween (Episode 5),,Mac,0:21:32,Not latest view,US (United States)
Charlie,2013-03-11 5:50:07,0:18:16,,The Office (U.S.): Season 2: The Fire (Episode 4),,Mac,0:20:57,Not latest view,US (United States)
Charlie,2013-03-11 2:30:42,0:02:43,,The Office (U.S.): Season 2: The Fire (Episode 4),,Mac,0:02:43,Not latest view,US (United States)
Charlie,2013-03-11 1:08:11,0:21:08,,The Office (U.S.): Season 2: Office Olympics (Episode 3),,Mac,0:21:11,Not latest view,US (United States)
Charlie,2013-03-11 0:46:51,0:21:16,,The Office (U.S.): Season 2: Sexual Harassment (Episode 2),,Mac,0:21:17,Not latest view,US (United States)
Charlie,2013-03-11 0:26:12,0:20:35,,The Office (U.S.): Season 2: The Dundies (Episode 1),,Mac,0:20:36,Not latest view,US (United States)
Charlie,2013-03-11 0:04:12,0:21:56,,The Office (U.S.): Season 1: Hot Girl (Episode 6),,Mac,0:21:57,Not latest view,US (United States)
Charlie,2013-03-10 23:44:24,0:18:20,,The Office (U.S.): Season 1: Basketball (Episode 5),,Mac,0:21:36,Not latest view,US (United States)
Charlie,2013-03-10 22:30:20,0:03:20,,The Office (U.S.): Season 1: Basketball (Episode 5),,Mac,0:03:20,Not latest view,US (United States)
Charlie,2013-03-10 22:08:30,0:21:44,,The Office (U.S.): Season 1: The Alliance (Episode 4),,Mac,0:21:44,Not latest view,US (United States)
Charlie,2013-03-10 21:46:45,0:21:32,,The Office (U.S.): Season 1: Health Care (Episode 3),,Mac,0:21:33,Not latest view,US (United States)
Charlie,2013-03-10 21:25:01,0:21:33,,The Office (U.S.): Season 1: Diversity Day (Episode 2),,Mac,0:21:32,Not latest view,US (United States)
Charlie,2013-03-10 21:02:07,0:22:48,,The Office (U.S.): Season 1: Pilot (Episode 1),,Mac,0:22:48,Not latest view,US (United States)
Charlie,2013-03-10 20:42:49,0:18:47,,The Office (U.S.): Season 7: Search Committee: Part 2 (Episode 26),,Mac,0:18:48,Not latest view,US (United States)
Charlie,2013-03-10 20:14:39,0:23:52,,The Office (U.S.): Season 7: Search Committee: Part 1 (Episode 25),,Mac,0:23:51,Not latest view,US (United States)
Charlie,2013-03-10 19:53:39,0:15:56,,"The Office (U.S.): Season 7: Dwight K. Schrute, (Acting) Manager (Episode 24)",,Mac,0:21:33,Not latest view,US (United States)
Charlie,2013-03-10 3:11:14,0:05:39,,"The Office (U.S.): Season 7: Dwight K. Schrute, (Acting) Manager (Episode 24)",,Mac,0:05:40,Not latest view,US (United States)
Charlie,2013-03-10 2:49:25,0:21:43,,The Office (U.S.): Season 7: The Inner Circle (Episode 23),,Mac,0:21:45,Not latest view,US (United States)
Charlie,2013-03-10 2:13:43,0:35:37,,"The Office (U.S.): Season 7: Goodbye, Michael (Episode 22)",,Mac,0:35:40,Not latest view,US (United States)
Charlie,2013-03-10 1:52:07,0:21:32,,The Office (U.S.): Season 7: Michael's Last Dundies (Episode 21),,Mac,0:21:32,Not latest view,US (United States)
Charlie,2013-03-10 1:25:05,0:21:29,,The Office (U.S.): Season 7: Training Day (Episode 20),,Mac,0:21:31,Not latest view,US (United States)
Charlie,2013-03-10 1:03:19,0:21:33,,The Office (U.S.): Season 7: Garage Sale (Episode 19),,Mac,0:21:33,Not latest view,US (United States)
Charlie,2013-03-09 23:25:22,0:21:34,,The Office (U.S.): Season 7: Threat Level Midnight (Episode 17),,Mac,0:21:34,Not latest view,US (United States)
Charlie,2013-03-09 23:03:25,0:21:45,,The Office (U.S.): Season 7: PDA (Episode 16),,Mac,0:21:44,Not latest view,US (United States)
Charlie,2013-03-09 22:38:53,0:21:31,,The Office (U.S.): Season 7: The Search (Episode 15),,Mac,0:21:31,Not latest view,US (United States)
Charlie,2013-03-09 21:41:24,0:21:46,,The Office (U.S.): Season 7: The Seminar (Episode 14),,Mac,0:21:46,Not latest view,US (United States)
Charlie,2013-03-09 21:19:36,0:21:45,,The Office (U.S.): Season 7: Ultimatum (Episode 13),,Mac,0:21:45,Not latest view,US (United States)
Charlie,2013-03-09 21:01:10,0:18:23,,The Office (U.S.): Season 7: Classy Christmas: Part 2 (Episode 12),,Mac,0:18:24,Not latest view,US (United States)
Charlie,2013-03-09 20:48:16,0:12:51,,The Office (U.S.): Season 7: Classy Christmas: Part 1 (Episode 11),,Mac,0:24:47,Not latest view,US (United States)
Charlie,2013-03-09 17:34:13,0:11:59,,The Office (U.S.): Season 7: Classy Christmas: Part 1 (Episode 11),,Mac,0:11:57,Not latest view,US (United States)
Charlie,2013-03-09 17:21:42,0:12:27,,The Office (U.S.): Season 7: China (Episode 10),,Mac,0:21:47,Not latest view,US (United States)
Charlie,2013-03-09 8:25:52,0:09:24,,The Office (U.S.): Season 7: China (Episode 10),,Mac,0:09:24,Not latest view,US (United States)
Charlie,2013-03-09 8:04:16,0:21:33,,The Office (U.S.): Season 7: WUPHF.com (Episode 9),,Mac,0:21:32,Not latest view,US (United States)
Charlie,2013-03-09 7:20:39,0:21:31,,The Office (U.S.): Season 7: Viewing Party (Episode 8),,Mac,0:21:31,Not latest view,US (United States)
Charlie,2013-03-09 7:17:55,0:02:40,,The Office (U.S.): Season 7: Christening (Episode 7),,Mac,0:02:41,Not latest view,US (United States)
Charlie,2013-03-09 6:44:33,0:21:45,,The Office (U.S.): Season 7: Costume Contest (Episode 6),,Mac,0:21:45,Not latest view,US (United States)
Charlie,2013-03-09 6:27:51,0:10:54,,The Office (U.S.): Season 7: The Sting (Episode 5),,Mac,0:21:35,Not latest view,US (United States)
Charlie,2013-03-09 2:58:32,0:10:44,,The Office (U.S.): Season 7: The Sting (Episode 5),,Mac,0:10:43,Not latest view,US (United States)
Charlie,2013-03-09 2:36:40,0:21:43,,The Office (U.S.): Season 7: Sex Ed (Episode 4),,Mac,0:21:45,Not latest view,US (United States)
Charlie,2013-03-09 2:35:43,0:00:55,,The Office (U.S.): Season 7: Andy's Play (Episode 3),,Mac,0:21:40,Not latest view,US (United States)
Charlie,2013-03-09 0:52:42,0:20:44,,The Office (U.S.): Season 7: Andy's Play (Episode 3),,Mac,0:20:46,Not latest view,US (United States)
Charlie,2013-03-09 0:29:16,0:21:48,,The Office (U.S.): Season 7: Counseling (Episode 2),,Mac,0:21:48,Not latest view,US (United States)
Charlie,2013-03-08 23:45:38,0:21:48,,The Office (U.S.): Season 7: Nepotism (Episode 1),,Mac,0:21:47,Not latest view,US (United States)
Charlie,2013-03-08 23:23:26,0:21:12,,The Office (U.S.): Season 5: The Duel (Episode 12),,Mac,0:21:13,Not latest view,US (United States)
Charlie,2013-03-08 4:32:39,0:19:55,,Archer: Season 2: The Double Deuce (Episode 5),,Microsoft Xbox 360,0:19:53,Not latest view,US (United States)
Charlie,2013-03-08 4:31:28,0:00:16,,30 for 30: The Two Escobars,,Microsoft Xbox 360,0:23:39,Not latest view,US (United States)
Charlie,2013-03-07 6:11:24,0:12:58,,Star Trek: Deep Space Nine: Season 5: Ferengi Love Songs (Episode 20),,Mac,0:12:59,Not latest view,US (United States)
Charlie,2013-03-07 5:26:30,0:44:50,,Star Trek: Deep Space Nine: Season 5: Ties of Blood and Water (Episode 19),,Mac,0:44:50,0:44:50,US (United States)
Charlie,2013-03-07 4:55:16,0:31:11,,Star Trek: Deep Space Nine: Season 5: Business as Usual (Episode 18),,Mac,0:44:31,0:44:31,US (United States)
Charlie,2013-03-07 1:43:40,0:13:24,,Star Trek: Deep Space Nine: Season 5: Business as Usual (Episode 18),,Mac,0:13:24,Not latest view,US (United States)
Charlie,2013-03-07 0:59:10,0:44:26,,Star Trek: Deep Space Nine: Season 5: A Simple Investigation (Episode 17),,Mac,0:44:27,0:44:27,US (United States)
Charlie,2013-03-07 0:00:51,0:44:45,,"Star Trek: Deep Space Nine: Season 5: Doctor Bashir, I Presume? (Episode 16)",,Mac,0:44:46,0:44:46,US (United States)
Charlie,2013-03-06 23:01:23,0:50:01,,"Buffy the Vampire Slayer: Season 6: Once More, with Feeling (Episode 7)",,Mac,0:50:06,Not latest view,US (United States)
Charlie,2013-03-06 19:34:57,0:42:51,,Star Trek: Deep Space Nine: Season 5: By Inferno's Light (Episode 15),,Mac,0:44:39,0:44:39,US (United States)
Charlie,2013-03-06 19:34:29,0:00:24,,Star Trek: Deep Space Nine: Season 1: Emissary: Parts 1 & 2 (Episode 1),,Mac,0:00:23,Not latest view,US (United States)
Charlie,2013-03-06 19:33:36,0:00:11,,Star Trek: Deep Space Nine: Season 1: Emissary: Parts 1 & 2 (Episode 1),,Mac,0:00:11,Not latest view,US (United States)
Charlie,2013-03-06 7:12:40,0:00:10,,Star Trek: Deep Space Nine: Season 5: By Inferno's Light (Episode 15),,Mac,0:00:09,Not latest view,US (United States)
Charlie,2013-03-06 6:24:50,0:44:11,,Star Trek: Deep Space Nine: Season 5: In Purgatory's Shadow (Episode 14),,Mac,0:44:13,0:44:13,US (United States)
Charlie,2013-03-06 5:38:11,0:44:34,,Star Trek: Deep Space Nine: Season 5: For the Uniform (Episode 13),,Mac,0:44:36,0:44:36,US (United States)
Charlie,2013-03-06 4:53:22,0:44:44,,Star Trek: Deep Space Nine: Season 5: The Begotten (Episode 12),,Mac,0:44:45,0:44:45,US (United States)
Charlie,2013-03-05 23:02:57,0:23:29,,30 for 30: The Two Escobars,,Mac,0:23:29,Not latest view,US (United States)
Charlie,2013-03-05 6:45:52,0:29:22,,Star Trek: Deep Space Nine: Season 5: The Darkness and the Light (Episode 11),,Mac,0:44:31,0:44:31,US (United States)
Charlie,2013-03-05 4:41:26,0:15:10,,Star Trek: Deep Space Nine: Season 5: The Darkness and the Light (Episode 11),,Mac,0:15:11,Not latest view,US (United States)
Charlie,2013-03-05 3:55:14,0:44:49,,Star Trek: Deep Space Nine: Season 5: Rapture (Episode 10),,Mac,0:44:50,0:44:50,US (United States)
Charlie,2013-03-05 3:10:40,0:43:29,,Star Trek: Deep Space Nine: Season 5: The Ascent (Episode 9),,Mac,0:44:45,0:44:45,US (United States)
Charlie,2013-03-05 2:43:31,0:21:03,,Archer: Season 2: Pipeline Fever (Episode 4),,Microsoft Xbox 360,0:21:01,Not latest view,US (United States)
Charlie,2013-03-05 2:31:29,0:11:45,,Archer: Season 2: Blood Test (Episode 3),,Microsoft Xbox 360,0:20:57,Not latest view,US (United States)
